id,name,base_xp,height,weight,nabilities,abilities,meanstats,stats,ntypes,types,islegendary
134,vaporeon,184,100,29.0,2,"['water-absorb', 'hydration']",87,"{'hp': 130, 'attack': 65, 'defense': 60, 'special-attack': 110, 'special-defense': 95, 'speed': 65}",1,['water'],0
135,jolteon,184,80,24.5,2,"['volt-absorb', 'quick-feet']",87,"{'hp': 65, 'attack': 65, 'defense': 60, 'special-attack': 110, 'special-defense': 95, 'speed': 130}",1,['electric'],0
136,flareon,184,90,25.0,2,"['flash-fire', 'guts']",87,"{'hp': 65, 'attack': 130, 'defense': 60, 'special-attack': 95, 'special-defense': 110, 'speed': 65}",1,['fire'],0
137,porygon,79,80,36.5,3,"['trace', 'download', 'analytic']",65,"{'hp': 65, 'attack': 60, 'defense': 70, 'special-attack': 85, 'special-defense': 75, 'speed': 40}",1,['normal'],0
138,omanyte,71,40,7.5,3,"['swift-swim', 'shell-armor', 'weak-armor']",59,"{'hp': 35, 'attack': 40, 'defense': 100, 'special-attack': 90, 'special-defense': 55, 'speed': 35}",2,"['rock', 'water']",0
139,omastar,173,100,35.0,3,"['swift-swim', 'shell-armor', 'weak-armor']",82,"{'hp': 70, 'attack': 60, 'defense': 125, 'special-attack': 115, 'special-defense': 70, 'speed': 55}",2,"['rock', 'water']",0
140,kabuto,71,50,11.5,3,"['swift-swim', 'battle-armor', 'weak-armor']",59,"{'hp': 30, 'attack': 80, 'defense': 90, 'special-attack': 55, 'special-defense': 45, 'speed': 55}",2,"['rock', 'water']",0
141,kabutops,173,130,40.5,3,"['swift-swim', 'battle-armor', 'weak-armor']",82,"{'hp': 60, 'attack': 115, 'defense': 105, 'special-attack': 65, 'special-defense': 70, 'speed': 80}",2,"['rock', 'water']",0
142,aerodactyl,180,180,59.0,3,"['rock-head', 'pressure', 'unnerve']",85,"{'hp': 80, 'attack': 105, 'defense': 65, 'special-attack': 60, 'special-defense': 75, 'speed': 130}",2,"['rock', 'flying']",0
143,snorlax,189,210,460.0,3,"['immunity', 'thick-fat', 'gluttony']",90,"{'hp': 160, 'attack': 110, 'defense': 65, 'special-attack': 65, 'special-defense': 110, 'speed': 30}",1,['normal'],0
144,articuno,290,170,55.4,2,"['pressure', 'snow-cloak']",96,"{'hp': 90, 'attack': 85, 'defense': 100, 'special-attack': 95, 'special-defense': 125, 'speed': 85}",2,"['ice', 'flying']",1
145,zapdos,290,160,52.6,2,"['pressure', 'static']",96,"{'hp': 90, 'attack': 90, 'defense': 85, 'special-attack': 125, 'special-defense': 90, 'speed': 100}",2,"['electric', 'flying']",1
146,moltres,290,200,60.0,2,"['pressure', 'flame-body']",96,"{'hp': 90, 'attack': 100, 'defense': 90, 'special-attack': 125, 'special-defense': 85, 'speed': 90}",2,"['fire', 'flying']",1
147,dratini,60,180,3.3,2,"['shed-skin', 'marvel-scale']",50,"{'hp': 41, 'attack': 64, 'defense': 45, 'special-attack': 50, 'special-defense': 50, 'speed': 50}",1,['dragon'],0
148,dragonair,147,400,16.5,2,"['shed-skin', 'marvel-scale']",70,"{'hp': 61, 'attack': 84, 'defense': 65, 'special-attack': 70, 'special-defense': 70, 'speed': 70}",1,['dragon'],0
149,dragonite,300,220,210.0,2,"['inner-focus', 'multiscale']",100,"{'hp': 91, 'attack': 134, 'defense': 95, 'special-attack': 100, 'special-defense': 100, 'speed': 80}",2,"['dragon', 'flying']",0
150,mewtwo,340,200,122.0,2,"['pressure', 'unnerve']",113,"{'hp': 106, 'attack': 110, 'defense': 90, 'special-attack': 154, 'special-defense': 90, 'speed': 130}",1,['psychic'],1
151,mew,300,40,4.0,1,['synchronize'],100,"{'hp': 100, 'attack': 100, 'defense': 100, 'special-attack': 100, 'special-defense': 100, 'speed': 100}",1,['psychic'],1
152,chikorita,64,90,6.4,2,"['overgrow', 'leaf-guard']",53,"{'hp': 45, 'attack': 49, 'defense': 65, 'special-attack': 49, 'special-defense': 65, 'speed': 45}",1,['grass'],0
153,bayleef,142,120,15.8,2,"['overgrow', 'leaf-guard']",67,"{'hp': 60, 'attack': 62, 'defense': 80, 'special-attack': 63, 'special-defense': 80, 'speed': 60}",1,['grass'],0
154,meganium,236,180,100.5,2,"['overgrow', 'leaf-guard']",87,"{'hp': 80, 'attack': 82, 'defense': 100, 'special-attack': 83, 'special-defense': 100, 'speed': 80}",1,['grass'],0
155,cyndaquil,62,50,7.9,2,"['blaze', 'flash-fire']",51,"{'hp': 39, 'attack': 52, 'defense': 43, 'special-attack': 60, 'special-defense': 50, 'speed': 65}",1,['fire'],0
156,quilava,142,90,19.0,2,"['blaze', 'flash-fire']",67,"{'hp': 58, 'attack': 64, 'defense': 58, 'special-attack': 80, 'special-defense': 65, 'speed': 80}",1,['fire'],0
157,typhlosion,240,170,79.5,2,"['blaze', 'flash-fire']",89,"{'hp': 78, 'attack': 84, 'defense': 78, 'special-attack': 109, 'special-defense': 85, 'speed': 100}",1,['fire'],0
158,totodile,63,60,9.5,2,"['torrent', 'sheer-force']",52,"{'hp': 50, 'attack': 65, 'defense': 64, 'special-attack': 44, 'special-defense': 48, 'speed': 43}",1,['water'],0
159,croconaw,142,110,25.0,2,"['torrent', 'sheer-force']",67,"{'hp': 65, 'attack': 80, 'defense': 80, 'special-attack': 59, 'special-defense': 63, 'speed': 58}",1,['water'],0
160,feraligatr,239,230,88.8,2,"['torrent', 'sheer-force']",88,"{'hp': 85, 'attack': 105, 'defense': 100, 'special-attack': 79, 'special-defense': 83, 'speed': 78}",1,['water'],0
161,sentret,43,80,6.0,3,"['run-away', 'keen-eye', 'frisk']",35,"{'hp': 35, 'attack': 46, 'defense': 34, 'special-attack': 35, 'special-defense': 45, 'speed': 20}",1,['normal'],0
162,furret,145,180,32.5,3,"['run-away', 'keen-eye', 'frisk']",69,"{'hp': 85, 'attack': 76, 'defense': 64, 'special-attack': 45, 'special-defense': 55, 'speed': 90}",1,['normal'],0
163,hoothoot,52,70,21.2,3,"['insomnia', 'keen-eye', 'tinted-lens']",43,"{'hp': 60, 'attack': 30, 'defense': 30, 'special-attack': 36, 'special-defense': 56, 'speed': 50}",2,"['normal', 'flying']",0
164,noctowl,158,160,40.8,3,"['insomnia', 'keen-eye', 'tinted-lens']",75,"{'hp': 100, 'attack': 50, 'defense': 50, 'special-attack': 86, 'special-defense': 96, 'speed': 70}",2,"['normal', 'flying']",0
165,ledyba,53,100,10.8,3,"['swarm', 'early-bird', 'rattled']",44,"{'hp': 40, 'attack': 20, 'defense': 30, 'special-attack': 40, 'special-defense': 80, 'speed': 55}",2,"['bug', 'flying']",0
166,ledian,137,140,35.6,3,"['swarm', 'early-bird', 'iron-fist']",65,"{'hp': 55, 'attack': 35, 'defense': 50, 'special-attack': 55, 'special-defense': 110, 'speed': 85}",2,"['bug', 'flying']",0
167,spinarak,50,50,8.5,3,"['swarm', 'insomnia', 'sniper']",41,"{'hp': 40, 'attack': 60, 'defense': 40, 'special-attack': 40, 'special-defense': 40, 'speed': 30}",2,"['bug', 'poison']",0
168,ariados,140,110,33.5,3,"['swarm', 'insomnia', 'sniper']",66,"{'hp': 70, 'attack': 90, 'defense': 70, 'special-attack': 60, 'special-defense': 70, 'speed': 40}",2,"['bug', 'poison']",0
169,crobat,268,180,75.0,2,"['inner-focus', 'infiltrator']",89,"{'hp': 85, 'attack': 90, 'defense': 80, 'special-attack': 70, 'special-defense': 80, 'speed': 130}",2,"['poison', 'flying']",0
170,chinchou,66,50,12.0,3,"['volt-absorb', 'illuminate', 'water-absorb']",55,"{'hp': 75, 'attack': 38, 'defense': 38, 'special-attack': 56, 'special-defense': 56, 'speed': 67}",2,"['water', 'electric']",0
171,lanturn,161,120,22.5,3,"['volt-absorb', 'illuminate', 'water-absorb']",76,"{'hp': 125, 'attack': 58, 'defense': 58, 'special-attack': 76, 'special-defense': 76, 'speed': 67}",2,"['water', 'electric']",0
172,pichu,41,30,2.0,2,"['static', 'lightning-rod']",34,"{'hp': 20, 'attack': 40, 'defense': 15, 'special-attack': 35, 'special-defense': 35, 'speed': 60}",1,['electric'],0
173,cleffa,44,30,3.0,3,"['cute-charm', 'magic-guard', 'friend-guard']",36,"{'hp': 50, 'attack': 25, 'defense': 28, 'special-attack': 45, 'special-defense': 55, 'speed': 15}",1,['fairy'],0
174,igglybuff,42,30,1.0,3,"['cute-charm', 'competitive', 'friend-guard']",35,"{'hp': 90, 'attack': 30, 'defense': 15, 'special-attack': 40, 'special-defense': 20, 'speed': 15}",2,"['normal', 'fairy']",0
175,togepi,49,30,1.5,3,"['hustle', 'serene-grace', 'super-luck']",40,"{'hp': 35, 'attack': 20, 'defense': 65, 'special-attack': 40, 'special-defense': 65, 'speed': 20}",1,['fairy'],0
176,togetic,142,60,3.2,3,"['hustle', 'serene-grace', 'super-luck']",67,"{'hp': 55, 'attack': 40, 'defense': 85, 'special-attack': 80, 'special-defense': 105, 'speed': 40}",2,"['fairy', 'flying']",0
177,natu,64,20,2.0,3,"['synchronize', 'early-bird', 'magic-bounce']",53,"{'hp': 40, 'attack': 50, 'defense': 45, 'special-attack': 70, 'special-defense': 45, 'speed': 70}",2,"['psychic', 'flying']",0
178,xatu,165,150,15.0,3,"['synchronize', 'early-bird', 'magic-bounce']",78,"{'hp': 65, 'attack': 75, 'defense': 70, 'special-attack': 95, 'special-defense': 70, 'speed': 95}",2,"['psychic', 'flying']",0
179,mareep,56,60,7.8,2,"['static', 'plus']",46,"{'hp': 55, 'attack': 40, 'defense': 40, 'special-attack': 65, 'special-defense': 45, 'speed': 35}",1,['electric'],0
180,flaaffy,128,80,13.3,2,"['static', 'plus']",60,"{'hp': 70, 'attack': 55, 'defense': 55, 'special-attack': 80, 'special-defense': 60, 'speed': 45}",1,['electric'],0
181,ampharos,230,140,61.5,2,"['static', 'plus']",85,"{'hp': 90, 'attack': 75, 'defense': 85, 'special-attack': 115, 'special-defense': 90, 'speed': 55}",1,['electric'],0
182,bellossom,245,40,5.8,2,"['chlorophyll', 'healer']",81,"{'hp': 75, 'attack': 80, 'defense': 95, 'special-attack': 90, 'special-defense': 100, 'speed': 50}",1,['grass'],0
183,marill,88,40,8.5,3,"['thick-fat', 'huge-power', 'sap-sipper']",41,"{'hp': 70, 'attack': 20, 'defense': 50, 'special-attack': 20, 'special-defense': 50, 'speed': 40}",2,"['water', 'fairy']",0
184,azumarill,210,80,28.5,3,"['thick-fat', 'huge-power', 'sap-sipper']",70,"{'hp': 100, 'attack': 50, 'defense': 80, 'special-attack': 60, 'special-defense': 80, 'speed': 50}",2,"['water', 'fairy']",0
185,sudowoodo,144,120,38.0,3,"['sturdy', 'rock-head', 'rattled']",68,"{'hp': 70, 'attack': 100, 'defense': 115, 'special-attack': 30, 'special-defense': 65, 'speed': 30}",1,['rock'],0
186,politoed,250,110,33.9,3,"['water-absorb', 'damp', 'drizzle']",83,"{'hp': 90, 'attack': 75, 'defense': 75, 'special-attack': 90, 'special-defense': 100, 'speed': 70}",1,['water'],0
187,hoppip,50,40,0.5,3,"['chlorophyll', 'leaf-guard', 'infiltrator']",41,"{'hp': 35, 'attack': 35, 'defense': 40, 'special-attack': 35, 'special-defense': 55, 'speed': 50}",2,"['grass', 'flying']",0
188,skiploom,119,60,1.0,3,"['chlorophyll', 'leaf-guard', 'infiltrator']",56,"{'hp': 55, 'attack': 45, 'defense': 50, 'special-attack': 45, 'special-defense': 65, 'speed': 80}",2,"['grass', 'flying']",0
189,jumpluff,207,80,3.0,3,"['chlorophyll', 'leaf-guard', 'infiltrator']",76,"{'hp': 75, 'attack': 55, 'defense': 70, 'special-attack': 55, 'special-defense': 95, 'speed': 110}",2,"['grass', 'flying']",0
190,aipom,72,80,11.5,3,"['run-away', 'pickup', 'skill-link']",60,"{'hp': 55, 'attack': 70, 'defense': 55, 'special-attack': 40, 'special-defense': 55, 'speed': 85}",1,['normal'],0
191,sunkern,36,30,1.8,3,"['chlorophyll', 'solar-power', 'early-bird']",30,"{'hp': 30, 'attack': 30, 'defense': 30, 'special-attack': 30, 'special-defense': 30, 'speed': 30}",1,['grass'],0
192,sunflora,149,80,8.5,3,"['chlorophyll', 'solar-power', 'early-bird']",70,"{'hp': 75, 'attack': 75, 'defense': 55, 'special-attack': 105, 'special-defense': 85, 'speed': 30}",1,['grass'],0
193,yanma,78,120,38.0,3,"['speed-boost', 'compound-eyes', 'frisk']",65,"{'hp': 65, 'attack': 65, 'defense': 45, 'special-attack': 75, 'special-defense': 45, 'speed': 95}",2,"['bug', 'flying']",0
194,wooper,42,40,8.5,3,"['damp', 'water-absorb', 'unaware']",35,"{'hp': 55, 'attack': 45, 'defense': 45, 'special-attack': 25, 'special-defense': 25, 'speed': 15}",2,"['water', 'ground']",0
195,quagsire,151,140,75.0,3,"['damp', 'water-absorb', 'unaware']",71,"{'hp': 95, 'attack': 85, 'defense': 85, 'special-attack': 65, 'special-defense': 65, 'speed': 35}",2,"['water', 'ground']",0
196,espeon,184,90,26.5,2,"['synchronize', 'magic-bounce']",87,"{'hp': 65, 'attack': 65, 'defense': 60, 'special-attack': 130, 'special-defense': 95, 'speed': 110}",1,['psychic'],0
197,umbreon,184,100,27.0,2,"['synchronize', 'inner-focus']",87,"{'hp': 95, 'attack': 65, 'defense': 110, 'special-attack': 60, 'special-defense': 130, 'speed': 65}",1,['dark'],0
198,murkrow,81,50,2.1,3,"['insomnia', 'super-luck', 'prankster']",67,"{'hp': 60, 'attack': 85, 'defense': 42, 'special-attack': 85, 'special-defense': 42, 'speed': 91}",2,"['dark', 'flying']",0
199,slowking,172,200,79.5,3,"['oblivious', 'own-tempo', 'regenerator']",81,"{'hp': 95, 'attack': 75, 'defense': 80, 'special-attack': 100, 'special-defense': 110, 'speed': 30}",2,"['water', 'psychic']",0
200,misdreavus,87,70,1.0,1,['levitate'],72,"{'hp': 60, 'attack': 60, 'defense': 60, 'special-attack': 85, 'special-defense': 85, 'speed': 85}",1,['ghost'],0
201,unown,118,50,5.0,1,['levitate'],56,"{'hp': 48, 'attack': 72, 'defense': 48, 'special-attack': 72, 'special-defense': 48, 'speed': 48}",1,['psychic'],0
202,wobbuffet,142,130,28.5,2,"['shadow-tag', 'telepathy']",67,"{'hp': 190, 'attack': 33, 'defense': 58, 'special-attack': 33, 'special-defense': 58, 'speed': 33}",1,['psychic'],0
203,girafarig,159,150,41.5,3,"['inner-focus', 'early-bird', 'sap-sipper']",75,"{'hp': 70, 'attack': 80, 'defense': 65, 'special-attack': 90, 'special-defense': 65, 'speed': 85}",2,"['normal', 'psychic']",0
204,pineco,58,60,7.2,2,"['sturdy', 'overcoat']",48,"{'hp': 50, 'attack': 65, 'defense': 90, 'special-attack': 35, 'special-defense': 35, 'speed': 15}",1,['bug'],0
205,forretress,163,120,125.8,2,"['sturdy', 'overcoat']",77,"{'hp': 75, 'attack': 90, 'defense': 140, 'special-attack': 60, 'special-defense': 60, 'speed': 40}",2,"['bug', 'steel']",0
206,dunsparce,145,150,14.0,3,"['serene-grace', 'run-away', 'rattled']",69,"{'hp': 100, 'attack': 70, 'defense': 70, 'special-attack': 65, 'special-defense': 65, 'speed': 45}",1,['normal'],0
207,gligar,86,110,64.8,3,"['hyper-cutter', 'sand-veil', 'immunity']",71,"{'hp': 65, 'attack': 75, 'defense': 105, 'special-attack': 35, 'special-defense': 65, 'speed': 85}",2,"['ground', 'flying']",0
208,steelix,179,920,400.0,3,"['rock-head', 'sturdy', 'sheer-force']",85,"{'hp': 75, 'attack': 85, 'defense': 200, 'special-attack': 55, 'special-defense': 65, 'speed': 30}",2,"['steel', 'ground']",0
209,snubbull,60,60,7.8,3,"['intimidate', 'run-away', 'rattled']",50,"{'hp': 60, 'attack': 80, 'defense': 50, 'special-attack': 40, 'special-defense': 40, 'speed': 30}",1,['fairy'],0
210,granbull,158,140,48.7,3,"['intimidate', 'quick-feet', 'rattled']",75,"{'hp': 90, 'attack': 120, 'defense': 75, 'special-attack': 60, 'special-defense': 60, 'speed': 45}",1,['fairy'],0
211,qwilfish,88,50,3.9,3,"['poison-point', 'swift-swim', 'intimidate']",73,"{'hp': 65, 'attack': 95, 'defense': 85, 'special-attack': 55, 'special-defense': 55, 'speed': 85}",2,"['water', 'poison']",0
212,scizor,175,180,118.0,3,"['swarm', 'technician', 'light-metal']",83,"{'hp': 70, 'attack': 130, 'defense': 100, 'special-attack': 55, 'special-defense': 80, 'speed': 65}",2,"['bug', 'steel']",0
213,shuckle,177,60,20.5,3,"['sturdy', 'gluttony', 'contrary']",84,"{'hp': 20, 'attack': 10, 'defense': 230, 'special-attack': 10, 'special-defense': 230, 'speed': 5}",2,"['bug', 'rock']",0
214,heracross,175,150,54.0,3,"['swarm', 'guts', 'moxie']",83,"{'hp': 80, 'attack': 125, 'defense': 75, 'special-attack': 40, 'special-defense': 95, 'speed': 85}",2,"['bug', 'fighting']",0
215,sneasel,86,90,28.0,3,"['inner-focus', 'keen-eye', 'pickpocket']",71,"{'hp': 55, 'attack': 95, 'defense': 55, 'special-attack': 35, 'special-defense': 75, 'speed': 115}",2,"['dark', 'ice']",0
216,teddiursa,66,60,8.8,3,"['pickup', 'quick-feet', 'honey-gather']",55,"{'hp': 60, 'attack': 80, 'defense': 50, 'special-attack': 50, 'special-defense': 50, 'speed': 40}",1,['normal'],0
217,ursaring,175,180,125.8,3,"['guts', 'quick-feet', 'unnerve']",83,"{'hp': 90, 'attack': 130, 'defense': 75, 'special-attack': 75, 'special-defense': 75, 'speed': 55}",1,['normal'],0
218,slugma,50,70,35.0,3,"['magma-armor', 'flame-body', 'weak-armor']",41,"{'hp': 40, 'attack': 40, 'defense': 40, 'special-attack': 70, 'special-defense': 40, 'speed': 20}",1,['fire'],0
219,magcargo,151,80,55.0,3,"['magma-armor', 'flame-body', 'weak-armor']",71,"{'hp': 60, 'attack': 50, 'defense': 120, 'special-attack': 90, 'special-defense': 80, 'speed': 30}",2,"['fire', 'rock']",0
220,swinub,50,40,6.5,3,"['oblivious', 'snow-cloak', 'thick-fat']",41,"{'hp': 50, 'attack': 50, 'defense': 40, 'special-attack': 30, 'special-defense': 30, 'speed': 50}",2,"['ice', 'ground']",0
221,piloswine,158,110,55.8,3,"['oblivious', 'snow-cloak', 'thick-fat']",75,"{'hp': 100, 'attack': 100, 'defense': 80, 'special-attack': 60, 'special-defense': 60, 'speed': 50}",2,"['ice', 'ground']",0
222,corsola,144,60,5.0,3,"['hustle', 'natural-cure', 'regenerator']",68,"{'hp': 65, 'attack': 55, 'defense': 95, 'special-attack': 65, 'special-defense': 95, 'speed': 35}",2,"['water', 'rock']",0
223,remoraid,60,60,12.0,3,"['hustle', 'sniper', 'moody']",50,"{'hp': 35, 'attack': 65, 'defense': 35, 'special-attack': 65, 'special-defense': 35, 'speed': 65}",1,['water'],0
224,octillery,168,90,28.5,3,"['suction-cups', 'sniper', 'moody']",80,"{'hp': 75, 'attack': 105, 'defense': 75, 'special-attack': 105, 'special-defense': 75, 'speed': 45}",1,['water'],0
225,delibird,116,90,16.0,3,"['vital-spirit', 'hustle', 'insomnia']",55,"{'hp': 45, 'attack': 55, 'defense': 45, 'special-attack': 65, 'special-defense': 45, 'speed': 75}",2,"['ice', 'flying']",0
226,mantine,170,210,220.0,3,"['swift-swim', 'water-absorb', 'water-veil']",80,"{'hp': 85, 'attack': 40, 'defense': 70, 'special-attack': 80, 'special-defense': 140, 'speed': 70}",2,"['water', 'flying']",0
227,skarmory,163,170,50.5,3,"['keen-eye', 'sturdy', 'weak-armor']",77,"{'hp': 65, 'attack': 80, 'defense': 140, 'special-attack': 40, 'special-defense': 70, 'speed': 70}",2,"['steel', 'flying']",0
228,houndour,66,60,10.8,3,"['early-bird', 'flash-fire', 'unnerve']",55,"{'hp': 45, 'attack': 60, 'defense': 30, 'special-attack': 80, 'special-defense': 50, 'speed': 65}",2,"['dark', 'fire']",0
229,houndoom,175,140,35.0,3,"['early-bird', 'flash-fire', 'unnerve']",83,"{'hp': 75, 'attack': 90, 'defense': 50, 'special-attack': 110, 'special-defense': 80, 'speed': 95}",2,"['dark', 'fire']",0
230,kingdra,270,180,152.0,3,"['swift-swim', 'sniper', 'damp']",90,"{'hp': 75, 'attack': 95, 'defense': 95, 'special-attack': 95, 'special-defense': 95, 'speed': 85}",2,"['water', 'dragon']",0
231,phanpy,66,50,33.5,2,"['pickup', 'sand-veil']",55,"{'hp': 90, 'attack': 60, 'defense': 60, 'special-attack': 40, 'special-defense': 40, 'speed': 40}",1,['ground'],0
232,donphan,175,110,120.0,2,"['sturdy', 'sand-veil']",83,"{'hp': 90, 'attack': 120, 'defense': 120, 'special-attack': 60, 'special-defense': 60, 'speed': 50}",1,['ground'],0
233,porygon2,180,60,32.5,3,"['trace', 'download', 'analytic']",85,"{'hp': 85, 'attack': 80, 'defense': 90, 'special-attack': 105, 'special-defense': 95, 'speed': 60}",1,['normal'],0
234,stantler,163,140,71.2,3,"['intimidate', 'frisk', 'sap-sipper']",77,"{'hp': 73, 'attack': 95, 'defense': 62, 'special-attack': 85, 'special-defense': 65, 'speed': 85}",1,['normal'],0
235,smeargle,88,120,58.0,3,"['own-tempo', 'technician', 'moody']",41,"{'hp': 55, 'attack': 20, 'defense': 35, 'special-attack': 20, 'special-defense': 45, 'speed': 75}",1,['normal'],0
236,tyrogue,42,70,21.0,3,"['guts', 'steadfast', 'vital-spirit']",35,"{'hp': 35, 'attack': 35, 'defense': 35, 'special-attack': 35, 'special-defense': 35, 'speed': 35}",1,['fighting'],0
237,hitmontop,159,140,48.0,3,"['intimidate', 'technician', 'steadfast']",75,"{'hp': 50, 'attack': 95, 'defense': 95, 'special-attack': 35, 'special-defense': 110, 'speed': 70}",1,['fighting'],0
238,smoochum,61,40,6.0,3,"['oblivious', 'forewarn', 'hydration']",50,"{'hp': 45, 'attack': 30, 'defense': 15, 'special-attack': 85, 'special-defense': 65, 'speed': 65}",2,"['ice', 'psychic']",0
239,elekid,72,60,23.5,2,"['static', 'vital-spirit']",60,"{'hp': 45, 'attack': 63, 'defense': 37, 'special-attack': 65, 'special-defense': 55, 'speed': 95}",1,['electric'],0
240,magby,73,70,21.4,2,"['flame-body', 'vital-spirit']",60,"{'hp': 45, 'attack': 75, 'defense': 37, 'special-attack': 70, 'special-defense': 55, 'speed': 83}",1,['fire'],0
241,miltank,172,120,75.5,3,"['thick-fat', 'scrappy', 'sap-sipper']",81,"{'hp': 95, 'attack': 80, 'defense': 105, 'special-attack': 40, 'special-defense': 70, 'speed': 100}",1,['normal'],0
242,blissey,635,150,46.8,3,"['natural-cure', 'serene-grace', 'healer']",90,"{'hp': 255, 'attack': 10, 'defense': 10, 'special-attack': 75, 'special-defense': 135, 'speed': 55}",1,['normal'],0
243,raikou,290,190,178.0,2,"['pressure', 'inner-focus']",96,"{'hp': 90, 'attack': 85, 'defense': 75, 'special-attack': 115, 'special-defense': 100, 'speed': 115}",1,['electric'],1
244,entei,290,210,198.0,2,"['pressure', 'inner-focus']",96,"{'hp': 115, 'attack': 115, 'defense': 85, 'special-attack': 90, 'special-defense': 75, 'speed': 100}",1,['fire'],1
245,suicune,290,200,187.0,2,"['pressure', 'inner-focus']",96,"{'hp': 100, 'attack': 75, 'defense': 115, 'special-attack': 90, 'special-defense': 115, 'speed': 85}",1,['water'],1
246,larvitar,60,60,72.0,2,"['guts', 'sand-veil']",50,"{'hp': 50, 'attack': 64, 'defense': 50, 'special-attack': 45, 'special-defense': 50, 'speed': 41}",2,"['rock', 'ground']",0
247,pupitar,144,120,152.0,1,['shed-skin'],68,"{'hp': 70, 'attack': 84, 'defense': 70, 'special-attack': 65, 'special-defense': 70, 'speed': 51}",2,"['rock', 'ground']",0
248,tyranitar,300,200,202.0,2,"['sand-stream', 'unnerve']",100,"{'hp': 100, 'attack': 134, 'defense': 110, 'special-attack': 95, 'special-defense': 100, 'speed': 61}",2,"['rock', 'dark']",0
249,lugia,340,520,216.0,2,"['pressure', 'multiscale']",113,"{'hp': 106, 'attack': 90, 'defense': 130, 'special-attack': 90, 'special-defense': 154, 'speed': 110}",2,"['psychic', 'flying']",1
250,ho-oh,340,380,199.0,2,"['pressure', 'regenerator']",113,"{'hp': 106, 'attack': 130, 'defense': 90, 'special-attack': 110, 'special-defense': 154, 'speed': 90}",2,"['fire', 'flying']",1
251,celebi,300,60,5.0,1,['natural-cure'],100,"{'hp': 100, 'attack': 100, 'defense': 100, 'special-attack': 100, 'special-defense': 100, 'speed': 100}",2,"['psychic', 'grass']",1
252,treecko,62,50,5.0,2,"['overgrow', 'unburden']",51,"{'hp': 40, 'attack': 45, 'defense': 35, 'special-attack': 65, 'special-defense': 55, 'speed': 70}",1,['grass'],0
253,grovyle,142,90,21.6,2,"['overgrow', 'unburden']",67,"{'hp': 50, 'attack': 65, 'defense': 45, 'special-attack': 85, 'special-defense': 65, 'speed': 95}",1,['grass'],0
254,sceptile,265,170,52.2,2,"['overgrow', 'unburden']",88,"{'hp': 70, 'attack': 85, 'defense': 65, 'special-attack': 105, 'special-defense': 85, 'speed': 120}",1,['grass'],0
255,torchic,62,40,2.5,2,"['blaze', 'speed-boost']",51,"{'hp': 45, 'attack': 60, 'defense': 40, 'special-attack': 70, 'special-defense': 50, 'speed': 45}",1,['fire'],0
256,combusken,142,90,19.5,2,"['blaze', 'speed-boost']",67,"{'hp': 60, 'attack': 85, 'defense': 60, 'special-attack': 85, 'special-defense': 60, 'speed': 55}",2,"['fire', 'fighting']",0
257,blaziken,265,190,52.0,2,"['blaze', 'speed-boost']",88,"{'hp': 80, 'attack': 120, 'defense': 70, 'special-attack': 110, 'special-defense': 70, 'speed': 80}",2,"['fire', 'fighting']",0
258,mudkip,62,40,7.6,2,"['torrent', 'damp']",51,"{'hp': 50, 'attack': 70, 'defense': 50, 'special-attack': 50, 'special-defense': 50, 'speed': 40}",1,['water'],0
259,marshtomp,142,70,28.0,2,"['torrent', 'damp']",67,"{'hp': 70, 'attack': 85, 'defense': 70, 'special-attack': 60, 'special-defense': 70, 'speed': 50}",2,"['water', 'ground']",0
260,swampert,268,150,81.9,2,"['torrent', 'damp']",89,"{'hp': 100, 'attack': 110, 'defense': 90, 'special-attack': 85, 'special-defense': 90, 'speed': 60}",2,"['water', 'ground']",0
261,poochyena,56,50,13.6,3,"['run-away', 'quick-feet', 'rattled']",36,"{'hp': 35, 'attack': 55, 'defense': 35, 'special-attack': 30, 'special-defense': 30, 'speed': 35}",1,['dark'],0
262,mightyena,147,100,37.0,3,"['intimidate', 'quick-feet', 'moxie']",70,"{'hp': 70, 'attack': 90, 'defense': 70, 'special-attack': 60, 'special-defense': 60, 'speed': 70}",1,['dark'],0
263,zigzagoon,56,40,17.5,3,"['pickup', 'gluttony', 'quick-feet']",40,"{'hp': 38, 'attack': 30, 'defense': 41, 'special-attack': 30, 'special-defense': 41, 'speed': 60}",1,['normal'],0
264,linoone,147,50,32.5,3,"['pickup', 'gluttony', 'quick-feet']",70,"{'hp': 78, 'attack': 70, 'defense': 61, 'special-attack': 50, 'special-defense': 61, 'speed': 100}",1,['normal'],0
265,wurmple,56,30,3.6,2,"['shield-dust', 'run-away']",32,"{'hp': 45, 'attack': 45, 'defense': 35, 'special-attack': 20, 'special-defense': 30, 'speed': 20}",1,['bug'],0
266,silcoon,72,60,10.0,1,['shed-skin'],34,"{'hp': 50, 'attack': 35, 'defense': 55, 'special-attack': 25, 'special-defense': 25, 'speed': 15}",1,['bug'],0
267,beautifly,178,100,28.4,2,"['swarm', 'rivalry']",65,"{'hp': 60, 'attack': 70, 'defense': 50, 'special-attack': 100, 'special-defense': 50, 'speed': 65}",2,"['bug', 'flying']",0
268,cascoon,72,70,11.5,1,['shed-skin'],34,"{'hp': 50, 'attack': 35, 'defense': 55, 'special-attack': 25, 'special-defense': 25, 'speed': 15}",1,['bug'],0
